person_id,name,Recognizability,x,y
1038,Jodie Foster,10,280.38471016940423,959.0539162649925
8784,Daniel Craig,10,-857.3132296960555,-519.4362580607157
82702,Michael Jackson,10,986.1559453914624,-196.71413616990262
1100,Arnold Schwarzenegger,10,-596.159886935988,813.7526584954854
2888,Will Smith,10,-110.43793524511253,-1005.8844180415543
8293,Marion Cotillard,10,763.2727624907807,669.1895770554801
1158,Al Pacino,10,-1017.9914575201901,22.21243831547728
1160,Michelle Pfeiffer,10,737.8979052392283,-706.191674719802
3061,Ewan McGregor,10,-67.28277242058319,1022.288133813261
237405,Lady Gaga,10,-642.88458572256,-801.6853556354466
5823,Julie Andrews,10,1018.6466099449303,157.350195575668
52139,Seth MacFarlane,10,-859.9855108487742,573.78124849996
14386,Beyoncé,10,247.27993754081186,-1007.0018036179538
2632,Chris Rock,10,499.3630118935706,912.2700161424696
15152,James Earl Jones,10,-987.3525467252244,-336.3553901384868
880,Ben Affleck,10,958.0532739942051,-420.1594033090112
776,Eddie Murphy,10,-423.85901323907615,959.7622293547483
738,Sean Connery,10,-336.74428556199945,-996.8968282331621
4169,Dave Chappelle,10,924.3589190771155,509.0781754530303
17605,Idris Elba,10,-1028.4133992802876,249.73161630190793
18277,Sandra Bullock,10,591.3110052251587,-881.3349505719219
18897,Jackie Chan,10,159.7708419275446,1052.2705346391506
18918,Dwayne Johnson,10,-830.9459849797792,-669.8722042643542
16866,Jennifer Lopez,10,1068.1938417192855,-67.54196112783747
11370,Elton John,10,-744.0987752373582,773.5095427273435
16828,Chris Evans,10,26.24970387306199,-1075.9697732959678
16483,Sylvester Stallone,10,709.4030179286775,813.3556160460715
19292,Adam Sandler,10,-1075.4479393945844,-120.87898763615654
7487,David Bowie,10,877.0409337973649,-639.061186776232
119454,Mars,10,-215.60657033225854,1066.5429231069704
56323,Tina Fey,10,-562.9732265729132,-934.5914327459263
955,Penélope Cruz,10,1049.235581771907,309.6848300187925
66586,Mariah Carey,10,-985.4872320514771,481.67926617565547
524,Natalie Portman,10,402.3638116837938,-1023.5738190513123
2524,Tom Hardy,10,395.766492599474,1029.2564711166553
514,Jack Nicholson,10,-989.6728176745897,-492.89726511316576
500,Tom Cruise,10,1065.4795625582713,-305.8648423252249
3635,Elizabeth Taylor,10,-580.5487027616433,947.71472697314
13309,Oprah Winfrey,10,-212.64230943570203,-1093.7930554898633
2461,Mel Gibson,10,897.9478037474885,664.5974283316647
54693,Emma Stone,10,-1113.8930747370114,116.79990604844998
111946,Britney Spears,10,744.3444866816517,-840.6850094694378
7904,Billy Crystal,10,19.066313582039943,1125.5383048507906
8170,Eva Mendes,10,-776.3020712809204,-819.1184860110002
55536,Melissa McCarthy,10,1128.5524913001636,79.8077338369801
67773,Steve Martin,10,-888.2812439970734,705.2350186732165
6730,Sacha Baron Cohen,10,179.05529006498764,-1122.8264349843848
6952,Charlie Sheen,10,627.9772120854581,951.2332106804176
6949,John Malkovich,10,-1108.3194601840771,-277.89921586301074
6941,Cameron Diaz,10,1007.4186224148275,-545.0758839022427
9281,Elizabeth Banks,10,-375.55832843655463,1085.0603402308743
1549008,The Weeknd,10,-457.12821643254017,-1056.3303430940553
115440,Sydney Sweeney,10,1053.1476694884193,471.25363261317284
56367,Naomi Campbell,10,-1097.5143511309889,364.77698537808624
29222,Zac Efron,10,564.2145836985966,-1012.7496746688294
155488,Kelly Clarkson,10,268.7058010109636,1130.5738332824867
14405,Courteney Cox,10,-964.1034630199701,-653.6853314805994
3,Harrison Ford,10,1155.1728493583946,-169.63398275465775
22226,Paul Rudd,10,-738.9308946783788,907.5137094776094
6193,Leonardo DiCaprio,10,-68.31110606766308,-1171.0395351087907
6162,Paul Bettany,10,843.3507894426751,819.243215380156
6161,Jennifer Connelly,10,-1177.968814124458,-34.48873657033475
6240,Mariska Hargitay,10,893.9470436655226,-772.0483683822355
6065,Dennis Quaid,10,-137.9729161843783,1175.8245933809933
204,Kate Winslet,10,-694.1004639257396,-962.4056036713797
206,Jim Carrey,10,1164.5414210813153,241.33644272241702
60642,Tom Petty,10,-1024.025993823928,610.0580004990644
54421,Janet Jackson,10,343.7682868746159,-1144.1255896706846
192,Morgan Freeman,10,520.5248807720045,1078.2642758142786
193,Gene Hackman,10,-1114.6556712803722,-444.4577983144211
4111,Ingrid Bergman,10,1124.6302091287919,-426.1536022550201
190,Clint Eastwood,10,-542.6011692901643,1076.2824773659313
3084,Marlon Brando,10,-327.64045123455867,-1162.6915905410235
1238247,Chrissy Teigen,10,1029.2284389077538,637.4078918114432
85757,Joe Jonas,10,-1192.0781609109536,225.7203098508389
6736,Pamela Anderson,10,728.1071564048498,-973.7864081984528
6856,Kurt Russell,10,121.16111546733089,1212.4850448969307
8167,Paul Walker,10,-910.3178879161827,-813.9541405631032
20497,Fergie,10,1223.675692741834,-14.758014527471717
26510,Eugene Levy,10,-894.2361355811635,839.2506978375812
8930,John Cleese,10,92.67274417848442,-1225.4842971194814
87485,Neil Armstrong,10,761.0760941408776,968.2784614599595
18269,Brendan Fraser,10,-1217.817662092387,-200.30012954522192
41686,Neil Patrick Harris,10,1035.450120957087,-676.3453607514093
6384,Keanu Reeves,10,-307.28481217545817,1200.656505502841
14407,Matt LeBlanc,10,-585.6658965516413,-1095.1691456648887
17051,James Franco,10,1174.0561805670657,412.7857614698861
2219,Tobey Maguire,10,-1146.9075891878385,489.69682647873054
3125,Madonna,10,515.9669036449113,-1138.1468070258259
4135,Robert Redford,10,389.144168534439,1190.1961250548752
22970,Peter Dinklage,10,-1093.1328068960154,-616.0037877218276
7399,Ben Stiller,10,1224.6282099253901,-284.7555924910604
65731,Sam Worthington,10,-712.0902061584618,1039.2918446197868
2282154,Jimmy Donaldson,10,-177.31480957810405,-1249.86377589891
1700631,Liza Koshy,10,976.9731761904728,803.4447168314066
7175,Aretha Franklin,10,-1265.6324193039593,67.63563562802521
7174,Ray Charles,10,889.3170135483473,-906.5954166073468
7172,James Brown,10,-43.44422696007026,1271.736057184761
73968,Henry Cavill,10,-828.6437397309215,-968.9940931733037
4517,Joe Pesci,10,1268.0510268032028,155.0696405597892
6968,Hugh Jackman,10,-1041.8061687641723,743.6665292487735
10730,Rowan Atkinson,10,266.37466691998645,-1254.5296077906119
7060,Martin Freeman,10,652.2715039679522,1107.1322798615283
108558,Shania Twain,10,-1231.2009510890928,-376.4893332317844
7056,Emma Thompson,10,1164.4055532004177,-555.1213450012789
4566,Alan Rickman,10,-484.5464764964773,1198.171403479005
6886,Christina Ricci,10,-452.9288565640817,-1213.118069641844
6885,Charlize Theron,10,1155.6242212601596,589.6886120969689
4431,Jessica Lange,10,-1252.8252960125062,346.4516960142882
1269,Kevin Costner,10,691.0747719594826,-1103.818671504133
17838,Rami Malek,10,236.48671242600892,1283.150043777398
16927,Gérard Depardieu,10,-1043.0885241829333,-787.8872576186712
71041,'Weird Al' Yankovic,10,1303.7859200319006,-123.86393634376066
31133,Ne-Yo,10,-879.3382538627042,973.8399433652796
85,Johnny Depp,10,-9.4402663972136,-1314.500240156064
131519,Rihanna,10,896.5487905215448,964.6762494300125
130640,Hailee Steinfeld,10,-1315.1363755946618,-105.90709885431173
20472,Norah Jones,10,1043.1922124627047,-811.7573577474781
117642,Jason Momoa,10,-221.2874331672386,1305.6155145839277
96091,Carrie Underwood,10,-720.07055336748,-1114.2254700791268
66776,Liza Minnelli,10,1285.9378182020505,335.80340635221347
1240487,Kate McKinnon,10,-1177.169243495071,622.1515668783953
53807,Armie Hammer,10,448.55810539133483,-1256.1829588430724
57108,Usher,10,518.7170444994847,1231.475792594284
118545,Dakota Johnson,10,-1216.5100330628993,-558.6620977454114
550843,Elizabeth Olsen,10,1276.6611267002115,-410.5318106706795
12219,Jon Stewart,10,-665.2404810044861,1167.1568456865252
111455,Katy Perry,10,-298.4031746625968,-1312.309241509517
5958,Hilary Duff,10,1108.4385670556642,767.4398628319916
88029,Alison Brie,10,-1338.075845697041,183.1748649846615
108661,Chester Bennington,10,864.4352153897946,-1040.745770298395
1253360,Pedro Pascal,10,65.72063748026903,1353.6915445585037
3490,Adrien Brody,10,-964.5418604728114,-955.4365491206871
31,Tom Hanks,10,1358.9644521942698,53.06239414432796
3489,Naomi Watts,10,-1039.6953518866299,880.359912345705
67849,Mary-Kate Olsen,10,172.26065413946623,-1353.7822081248678
1267329,Lupita Nyong'o,10,788.7989383572221,1116.5107410349974
17380,Jay Chou,10,-1338.1133788285847,-290.95117356688786
91609,Joe Rogan,10,1185.2352779490425,-690.5196129763846
1179651,Lin-Manuel Miranda,10,-408.20877721505775,1312.0082294728898
3896,Liam Neeson,10,-586.239484114343,-1245.28039704532
88124,Jesse Plemons,10,1275.5988560330939,523.113332354531
3897,Katie Holmes,10,-1296.121403978215,476.7277065050242
19961,Nina Dobrev,10,634.7570023153028,-1229.098673016813
3203609,Elmo,10,362.79933595243483,1337.3020009827521
18892,Goldie Hawn,10,-1172.8012571037193,-742.2514475135335
197315,Drake,10,1368.4383008123057,-245.30922703789406
147445,Derek Jeter,10,-844.7349166674222,1107.0785521194434
2228,Sean Penn,10,-125.14558025996295,-1389.2222945739811
2227,Nicole Kidman,10,1032.378445862285,941.3791714920046
1459,Tina Turner,10,-1399.4247429074633,3.2231876116939975
77271,Pink,10,1031.3961891845445,-949.2217343358711
53397,Christina Aguilera,10,-119.52357174896709,1398.8974643612626
33663,Donald Trump,10,-858.1984938823766,-1114.0445884694298
2157,Robin Williams,10,1387.5749994560595,242.14793181961537
53862,Kaley Cuoco,10,-1188.6357268728993,759.9638865112828
19429,Bruce Lee,10,363.6980803050427,-1365.4756337563945
2231,Samuel L. Jackson,10,655.2334283461528,1254.5394192203555
6194,Claire Danes,10,-1332.7017682595078,-483.22458223685226
2232,Michael Keaton,10,1311.189230085241,-544.7777555191412
1619,Chow Yun-Fat,10,-599.787828534154,1289.4396305148543
239019,Kit Harington,10,-429.41692600440626,-1358.0872960384124
77069,Lenny Kravitz,10,1235.9583250719334,712.4654508713954
12951,O. J. Simpson,10,-1394.8086370339824,310.01429975954954
974169,Jenna Ortega,10,820.3596441812314,-1172.608227072812
3967,Kate Beckinsale,10,187.47004309776693,1421.004920097366
3910,Frances McDormand,10,-1099.8187280210514,-922.6043385407187
4173,Anthony Hopkins,10,1436.4076426170948,-62.7143064316309
216294,Lewis Hamilton,10,-1018.372163073773,1018.0953479298707
53975,Deepika Padukone,10,63.299872638635286,-1440.8307069617626
10222,Roger Moore,10,928.0162331314884,1106.881145852816
151657,Regis Philbin,10,-1434.172362805351,-189.60388647207802
60950,David Spade,10,1187.4010955725746,-830.2280639878719
2395,Whoopi Goldberg,10,-315.2210383338832,1416.416498418353
135651,Michael B. Jordan,10,-725.4414015255671,-1259.2596130078264
291263,Jordan Peele,10,1387.633267227259,439.1741291153229
466505,Kumail Nanjiani,10,-1321.8476829187985,614.425506601251
224235,DJ Khaled,10,560.4930906738172,-1347.979041123011
72129,Jennifer Lawrence,10,498.002669539717,1374.62480012959
14,Ellen DeGeneres,10,-1297.6956872706771,-678.2226059628832
3416,Demi Moore,10,1417.1235869460043,-377.04209224076095
27726,Don Knotts,9,-791.4296559279861,1237.1091704929318
7685,Raymond Burr,9,-252.45336849981456,-1448.9538628724854
63,Milla Jovovich,9,1166.627488632288,899.2109334119111
27011,Vanessa Williams,9,-1469.806131711953,125.17961168634866
8395,Luke Perry,9,1000.7000650625207,-1086.7379535950085
6485,Busta Rhymes,9,-3.8097180496553986,1479.4544555505527
49265,Lindsay Lohan,9,-998.003835999876,-1095.0745834551788
1152083,Sabrina Carpenter,9,1477.7586898084546,133.52623223771266
12949,Priscilla Presley,9,-1181.5625933140884,901.0603964667883
21007,Jonah Hill,9,262.97022119973843,-1464.6660584454603
27105,Ed Helms,9,796.6103315213239,1259.4490778564596
115654,Anna Nicole Smith,9,-1440.2120535043193,-391.1383910342633
53863,Simon Helberg,9,1328.081793842694,-685.4186668479146
23959,Debra Messing,9,-517.0316703710879,1404.520648418272
1136940,Lili Reinhart,9,-568.3071351359932,-1386.8767069042294
4090,Shirley MacLaine,9,1357.8038198617246,639.6630259510936
4273,Charlotte Gainsbourg,9,-1435.322922099976,446.1480800075077
3141,Marisa Tomei,9,758.0652257196941,-1300.3603783392316
723,Patrick Swayze,9,319.85793144412315,1472.9870684063344
37153,Zoë Kravitz,9,-1232.574113153003,-871.2984882261002
33260,Freddie Prinze Jr.,9,1499.517099937501,-190.3903017357428
3926,Albert Finney,9,-978.4579577274355,1154.9112628076048
707,Dan Aykroyd,9,-58.728754185557015,-1514.6454811050048
33259,Jennifer Love Hewitt,9,1067.917327274266,1078.6809454641298
32798,Elisabeth Moss,9,-1518.1917276084191,-74.12070035667283
1459885,Lily-Rose Depp,9,1171.1538791280555,-972.2132437913546
192944,Tom Ellis,9,-207.13732165897764,1510.0642800808
1997030,Halsey,9,-868.490952987292,-1255.11890455814
75355,Marion Ross,9,1490.261692346754,339.29351353037833
38024,Cynthia Nixon,9,-1329.8800861639563,757.5083870324789
1931804,J Balvin,9,469.56279155392536,-1458.8731215524142
3460,Gene Wilder,9,640.0839162250248,1394.8091554725454
207606,Alessandra Ambrosio,9,-1416.0781128505225,-596.9277831578146
14501,Peter Ustinov,9,1449.3507605084505,-517.0902948359943
1555229,Diplo,9,-720.3881974917373,1362.1456768329172
6613,Minnie Driver,9,-389.4481511774356,-1493.0271724066101
569,Ethan Hawke,9,1297.432663448076,838.9687025259237
6574,Clancy Brown,9,-1525.4424097197002,258.1190706409619
4391,Charles Dance,9,951.7266472183878,-1222.3814416844057
25663,Thomas Brodie-Sangster,9,124.09832388322441,1546.2857452648832
31717,January Jones,9,-1137.5168997932105,-1057.7595675222433
25837,Elisha Cuthbert,9,1555.3345650371516,11.59270463242704
9205,Denise Richards,9,-1156.2124164117413,1043.4427862299503
23532,Jason Bateman,9,147.91432992347634,-1552.456553660452
11617,Mischa Barton,9,940.8374167577277,1246.2844599964515
63312,Yvonne Strahovski,9,-1537.6111860121073,-283.81656162113177
6972,Ian McShane,9,1327.2357841410328,-830.4487782491691
3810,Javier Bardem,9,-418.24721925719973,1510.850510005414
6413,Danny Huston,9,-713.0890645991511,-1398.3933588047062
16940,Jeremy Irons,9,1472.3192110057403,550.1601047908092
4512,James Woods,9,-1459.156610542951,589.6286847744151
7171,John Belushi,9,678.5231687199481,-1422.2539539443158
7180,John Candy,9,460.9897873504228,1509.0024572407467
4756,Matthew Broderick,9,-1360.9820048402505,-802.3266058788105
1642789,Madelyn Cline,9,1547.4897631516696,-328.1393498817073
67274,Dolly Parton,9,-920.5908172870983,1288.9191390954952
12689,Ralph Richardson,9,-192.08188507885149,-1574.2631766717263
16935,Geena Davis,9,1206.5668495532489,1032.3741751705857
13784,Burt Lancaster,9,-1589.0563179414787,53.851819006136836
1576058,Lilly Singh,9,1136.7805295361798,-1114.508872852721
14528,Yul Brynner,9,-85.49440066372205,1591.6942883151748
3972,Wentworth Miller,9,-1013.4070580413046,-1232.9663964245206
6807,Sam Rockwell,9,1582.09547892257,224.88640593144683
17604,Jeremy Renner,9,-1320.147770193381,903.9966066603594
3968,Michael Sheen,9,363.2481569638054,-1560.272660935389
134,Jamie Foxx,9,787.0807185786234,1397.606504865285
131,Jake Gyllenhaal,9,-1526.333345697299,-499.50627404717346
11357,Bruce Campbell,9,1464.6962127067904,-663.5246826474387
6905,Bruce Dern,9,-632.5983883084584,1480.4794085395247
115788,Paul Levesque,9,-534.2494557776796,-1520.847631750549
77070,Gwen Stefani,9,1423.0059758407242,761.4814460783589
21278,Alan Alda,9,-1565.5734179179487,400.22477822932336
7062,Andrew Lincoln,9,885.1399018489017,-1354.2995806522708
2326151,Paul Mescal,9,262.4618767501662,1598.4723217036887
3455931,Truman Hanks,9,-1274.8355979582675,-1002.5937353576408
1298360,Laverne Cox,9,1619.232714024672,-122.00581064971644
3905,William H. Macy,9,-1112.906229426601,1185.174976323524
80415,Judith Light,9,20.072481074070858,-1627.635430771747
6944,Octavia Spencer,9,1085.9602882574407,1215.1914467802246
2109,Kim Cattrall,9,-1623.555910797074,-162.68437084085068
51576,Chuck Norris,9,1308.6213461473933,-977.9111270495823
21411,Ice-T,9,-304.73190898921337,1606.9656074862928
1442069,Finn Wolfhard,9,-861.8188830624878,-1392.432480516354
10158,Robert Mitchum,9,1577.9326596579642,445.11630118963666
4,Carrie Fisher,9,-1465.9322234330407,738.5409374575402
283444,Tony Robbins,9,582.7464311454903,-1536.6218132602423
66431,Jodie Whittaker,9,608.9943160551015,1528.5044726832105
95101,Charlie Day,9,-1483.29359115562,-716.547362312265
10017,Charlton Heston,9,1579.61478457359,-474.1488504220288
3085,James Caan,9,-845.4687522581651,1418.3027141463917
887,Owen Wilson,9,-335.0198973397691,-1618.8148962702471
69230,Lars Ulrich,9,1342.0957822590867,968.4931136783423
19185,Mario López,9,-1645.7465982552403,192.6606714700879
884,Steve Buscemi,9,1084.6438569976378,-1255.2082311223455
882,Liv Tyler,9,48.15424929068435,1660.144923877205
2983,Mark Strong,9,-1158.2605839978564,-1192.9930509256728
1372369,Samara Weaving,9,1661.8406281656573,97.39469481431705
475512,Ellie Kemper,9,-1292.6688392624792,1051.9540256112882
543505,Jake Johnson,9,242.8683570760397,-1650.7619335116694
3265,Eli Wallach,9,937.0653293356567,1382.8624546776364
587020,Theo James,9,-1626.9355254477077,-387.1444123788844
117470,Josh Groban,9,1462.834773084088,-814.4411744601479
113,Christopher Lee,9,-529.1046953578618,1590.486787543444
1937,Mickey Rooney,9,-684.9918951916425,-1531.9223555786898
36424,LL Cool J,9,1541.6392703275883,667.6438872511462
5658,Michael Gambon,9,-1589.5429287005022,549.6847076445105
16855,Mandy Moore,9,801.678140879576,-1480.7133951024641
3391,Kathleen Turner,9,409.53646533941003,1635.2002579370217
1016168,Lily James,9,-1408.1243994918111,-930.153576328031
15757,Ray Romano,9,1668.4883739567256,-265.605997619108
5723,John Leguizamo,9,-1052.0545806346506,1324.3795375063935
1333,Andy Serkis,9,-118.98608886686024,-1689.0951159292858
142636,Josh Holloway,9,1230.0745527798347,1166.411846049023
61303,Dick Van Dyke,9,-1696.804961475702,-29.20484054814012
3051,Toni Collette,9,1272.3100831919573,-1125.8894493723953
48,Sean Bean,9,-177.83128809878067,1691.5011182299377
3292,Nicholas Hoult,9,-1012.5835901178297,-1368.8953477253428
32747,Stephen Lang,9,1673.1668576498894,325.7493921130085
9315,Marilyn Manson,9,-1455.3819219050333,890.9901578536159
